ID	CLASS
3JYH	3
3K0V	3
3K0W	3
3K2L	2
3K2M	2
3K35	3
3K3E	3
3K3H	3
3K40	4
3K4S	3
3K5K	2
3K5T	1
3KA0	2
3KC3	2
3KCX	1
3KCY	1
3KCZ	2
3KEX	2
3KFD	2
3KGA	2
3KGG	3
3KIV	3
3KJ7	3
3KJD	2
3KJN	3
3KJQ	3
3KK8	2
3KK9	2
3KKT	3
3KL8	2
3KLM	1
3KLP	1
3KM0	1
3KMC	3
3KME	3
3KMR	2
3KN5	2
3KN6	2
3KNB	2
3KNV	6
3KOO	3
3KR7	2
3KR8	2
3KRK	1
3KRQ	1
3KV5	1
3KV6	1
3KV9	1
3KVA	1
3KVB	1
3KVQ	2
3KVW	2
3KVX	2
3L08	2
3L0B	3
3L0C	3
3L0T	3
3L0V	3
3L0Y	3
3L13	2
3L16	2
3L17	2
3L1S	2
3L2P	6
3L33	3
3L3N	3
3L3T	3
3L3X	2
3L3Z	2
3L4G	6
3L4H	6
3L4T	3
3L4U	3
3L4V	3
3L4W	3
3L4X	3
3L4Y	3
3L4Z	3
3L54	2
3L5K	3
3L85	3
3L9P	2
3L9Q	2
3LCS	2
3LCT	2
3LCY	2
3LE9	3
3LEA	3
3LEO	4
3LFM	1
3LGD	3
3LGG	3
3LGP	3
3LI3	3
3LI4	3
3LI5	3
3LIZ	3
3LJ3	2
3LLI	1
3LLK	1
3LLR	2
3LM0	2
3LM5	2
3LMG	2
3LMN	3
3LMP	2
3LMS	3
3LMY	3
3LN0	1
3LN1	1
3LN5	2
3LNX	3
3LNY	3
3LPW	2
3LQ0	3
3LQ3	2
3LQH	2
3LQI	2
3LQJ	2
3LRN	3
3LRQ	6
3LRR	3
3LS8	2
3LTF	2
3LTG	2
3LUC	3
3LUD	3
3LUG	3
3LUH	3
3LUJ	3
3LUK	3
3LVP	2
3LW0	2
3LX9	3
3LXA	3
3LXB	3
3LXC	3
3LXG	3
3LXN	2
3LXO	3
3LXP	2
3LXU	3
3LY2	3
3LY5	3
3LZ6	1
3LZB	2
3M06	6
3M0A	6
3M0D	6
3M1S	2
3M2W	2
3M42	2
3MA3	2
3MAA	4
3MBG	1
3MCF	3
3MDL	1
3MDM	1
3MDR	1
3MDT	1
3MDV	1
3MDY	2
3MEK	2
3MHJ	2
3MHK	2
3MJN	3
3MJW	2
3MK0	3
3MK1	3
3MK2	3
3ML8	2
3ML9	2
3MO0	2
3MO2	2
3MO5	2
3MPH	1
3MQ3	3
3MQE	1
3MQM	2
3MR2	2
3MR3	2
3MR5	2
3MR6	2
3MTC	3
3MTF	2
3MTG	3
3MTL	2
3MV5	2
3MVO	1
3MVQ	1
3MW9	1
3MWQ	3
3MWR	3
3MX8	3
3MY0	2
3MZQ	3
3MZR	3
3MZS	1
3N0A	3
3N0T	3
3N1V	2
3N1W	2
3N2Z	3
3N3C	3
3N3K	3
3N3L	2
3N3Z	3
3N45	2
3N46	2
3N49	2
3N5H	2
3N5J	2
3N5N	3
3N5P	1
3N5Q	1
3N5R	1
3N5S	1
3N5T	1
3N6K	2
3N9L	1
3N9M	1
3N9N	1
3N9O	1
3N9P	1
3N9Q	1
3N9V	3
3NAX	2
3NAY	2
3NBQ	2
3NBV	2
3NBW	2
3NC2	2
3NC9	2
3NCA	2
3NCU	3
3NCZ	2
3NDM	2
3NFR	1
3NGD	2
3NH7	2
3NHF	1
3NHJ	1
3NHK	1
3NHL	1
3NHN	2
3NHP	1
3NHR	1
3NHS	1
3NHU	1
3NHW	1
3NHY	1
3NJP	2
3NJY	1
3NKS	1
3NLD	1
3NLE	1
3NLF	1
3NLG	1
3NLH	1
3NLI	1
3NLT	1
3NLU	1
3NR8	3
3NR9	2
3NSE	1
3NT1	1
3NTB	1
3NTG	1
3NUM	3
3NUN	2
3NUS	2
3NUU	2
3NUY	2
3NW5	2
3NW6	2
3NW7	2
3NWL	1
3NWU	3
3NXQ	3
3NY1	6
3NYH	1
3NYX	2
3NZ0	2
3NZI	3
3NZS	2
3NZU	2
3O0J	3
3O0Z	2
3O23	2
3O2N	1
3O33	6
3O34	6
3O35	6
3O36	6
3O37	6
3O4P	3
3O4S	3
3O4T	3
3O4U	3
3O55	1
3O56	3
3O57	3
3O64	3
3O65	3
3O73	1
3O77	2
3O78	2
3O97	3
3OAW	2
3OB1	6
3OD4	1
3OFS	3
3OG8	3
3OGW	1
3OKH	2
3OKI	2
3OLF	2
3OLH	2
3OLL	2
3OLR	3
3OLS	2
3OLT	1
3OLU	1
3OMH	3
3OMK	2
3OMM	2
3OMO	2
3OMP	2
3OMQ	2
3OOF	2
3OOI	2
3OOK	2
3OOM	2
3OP0	2
3OPE	2
3OQY	3
3OQZ	3
3OR0	3
3ORX	2
3ORZ	2
3OSE	2
3OSN	2
3OTQ	3
3OTU	2
3OUH	1
3OUI	1
3OUJ	1
3OVM	1
3OVP	5
3OVQ	5
3OVR	5
3OW4	2
3OWH	1
3OWX	1
3OX1	1
3OX2	1
3OX3	1
3OXF	2
3OXG	2
3OXI	2
3OXL	2
3OY1	2
3OZC	2
3OZD	2
3OZE	2
3P0E	2
3P0F	2
3P0N	2
3P0P	2
3P0Q	2
3P0Y	2
3P11	2
3P1A	2
3P1C	2
3P1D	2
3P1E	2
3P1F	2
3P2B	2
3P3N	1
3P3P	1
3P4F	2
3P88	2
3P89	2
3P92	3
3P95	3
3PC7	6
3PC8	6
3PCV	4
3PDC	3
3PDN	2
3PDQ	1
3PDZ	3
3PE3	2
3PE4	2
3PE6	3
3PFN	2
3PG6	6
3PGH	1
3PGL	3
3PHD	3
3PKI	3
3PKJ	3
3PLF	6
3PM0	1
3PMA	3
3PMB	3
3PNH	1
3PNP	2
3POZ	2
3PPA	3
3PQ1	2
3PRE	2
3PRZ	2
3PS4	2
3PS5	3
3PS6	2
3PSC	2
3PT3	6
3PTG	2
3PUC	2
3PUP	2
3PUQ	1
3PUR	1
3PV1	3
3PVU	2
3PVW	2
3PWY	2
3PXJ	3
3PY4	1
3PYC	6
3PYY	2
3PZP	2
3Q1E	3
3Q36	2
3Q3B	2
3Q4S	2
3Q4U	2
3Q5O	2
3Q6O	1
3Q6Z	2
3Q71	2
3Q76	3
3Q77	3
3Q7D	1
3Q7E	2
3Q8P	2
3Q8Q	2
3Q8R	2
3Q8S	2
3Q92	2
3Q93	3
3Q9K	1
3QA2	2
3QAH	2
3QAI	2
3QAQ	2
3QAR	2
3QB4	2
3QBT	3
3QC3	5
3QC4	2
3QCQ	2
3QCS	2
3QCX	2
3QCY	2
3QD0	2
3QD2	2
3QD3	2
3QD4	2
3QF9	2
3QFA	1
3QFB	1
3QH0	1
3QI3	3
3QI4	3
3QI5	3
3QIC	2
3QIS	3
3QJ4	1
3QJZ	2
3QK0	2
3QKJ	2
3QKK	2
3QL1	3
3QL2	3
3QL6	1
3QL9	3
3QLA	3
3QLC	3
3QLN	3
3QMO	1
3QMU	1
3QOW	2
3QOX	2
3QP3	2
3QPN	3
3QPO	3
3QPP	3
3QQU	2
3QRI	2
3QRJ	2
3QRK	2
3QS7	2
3QS9	2
3QSK	3
3QT0	2
3QUP	2
3QVB	2
3QVG	6
3QWP	2
3QWQ	2
3QX3	5
3QX8	3
3QX9	3
3R00	2
3R01	2
3R02	2
3R04	2
3R18	1
3R19	1
3R2B	2
3R2Y	2
3R30	2
3R4X	1
3R5J	3
3R5K	3
3R5O	1
3R6G	3
3R6L	3
3R7B	3
3R7N	3
3R7Q	2
3R7R	2
3R7S	3
3RAJ	3
3RAT	3
3RAU	3
3RAW	2
3RBB	2
3RBU	3
3RC3	3
3RC8	3
3RCJ	2
3RE8	1
3REA	2
3REB	2
3RGP	1
3RGS	1
3RGY	3
3RH1	3
3RID	3
3RIX	1
3RJM	3
3RJW	2
3RMV	2
3RMW	2
3RN3	3
3RNY	2
3RO4	2
3ROK	3
3ROM	3
3ROP	3
3ROQ	3
3RPN	2
3RPP	2
3RQ4	2
3RQO	1
3RQP	1
3RR3	1
3RSD	3
3RSK	3
3RSP	3
3RTP	2
3RTR	6
3RU0	2
3RUT	2
3RUU	2
3RVF	2
3RVH	1
3RVV	3
3RW9	2
3RWP	2
3RWQ	2
3RYE	2
3RZ3	6
3RZ9	3
3RZU	3
3RZV	3
3S2A	2
3S35	2
3S36	2
3S37	2
3S3E	3
3S3F	3
3S3H	3
3S3K	3
3S41	2
3S4E	3
3S4F	1
3S4J	2
3S5B	3
3S5Y	3
3S5Z	3
3S8S	2
3S97	3
3S9S	2
3SAF	3
3SAG	3
3SAH	3
3SAY	2
3SC1	2
3SD0	2
3SD5	2
3SDF	3
3SE2	2
3SE6	3
3SHB	6
3SI5	2
3SI8	2
3SIQ	6
3SIR	3
3SJE	3
3SJF	3
3SJG	3
3SJX	3
3SL3	3
3SL4	3
3SL5	3
3SL6	3
3SL8	3
3SLI	4
3SMI	2
3SMJ	2
3SMP	2
3SMQ	2
3SN7	3
3SNH	3
3SNI	3
3SNL	3
3SOU	6
3SOW	6
3SOX	6
3SPA	2
3SR4	2
3SRN	3
3SRV	2
3STD	6
3SVH	2
3SVM	2
3SW9	2
3SWC	2
3SX0	2
3SXR	2
3SXS	2
3T03	2
3T04	2
3T0O	3
3T2N	3
3T54	2
3T6B	3
3T6J	3
3T6R	6
3T7A	2
3T7M	2
3T7N	2
3T7O	2
3T8M	2
3T99	2
3T9A	2
3T9B	2
3T9C	2
3T9D	2
3T9E	2
3T9F	2
3T9I	2
3T9L	3
3TAJ	3
3TAX	2
3TCP	2
3TDC	6
3TE7	1
3TEI	2
3TEM	1
3TG3	3
3TGY	1
3THC	3
3THD	3
3TIM	2
3TIW	6
3TJB	1
3TJF	1
3TJG	1
3TJJ	1
3TJK	1
3TJN	3
3TJO	3
3TJP	2
3TJQ	3
3TK0	1
3TKB	3
3TKP	1
3TKQ	1
3TKR	1
3TKS	1
3TL5	2
3TMI	3
3TOA	2
3TOB	2
3TOD	3
3TON	3
3TOP	3
3TQ1	2
3TS9	3
3TTI	2
3TTJ	2
3TTR	3
3TUB	2
3TUC	2
3TUD	2
3TUG	6
3TUS	3
3TUW	1
3TV7	2
3TV8	3
3TVL	3
3TVX	3
3TWJ	2
3TWQ	2
3TWR	2
3TWS	2
3TWT	2
3TWU	2
3TWV	2
3TWW	2
3TWX	2
3TZB	1
3TZI	1
3U0S	3
3U0V	3
3U1K	2
3U1N	3
3U2L	1
3U2M	1
3U2T	2
3U2U	2
3U2V	2
3U2W	2
3U2X	2
3U4H	3
3U4I	3
3U4S	1
3U5M	6
3U5N	6
3U5O	6
3U5P	6
3U5S	1
3U6J	2
3U72	3
3U78	1
3U85	2
3U88	2
3U8Q	3
3U9H	2
3U9Y	2
3UA3	2
3UA4	2
3UA9	2
3UAN	2
3UBA	1
3UBY	3
3UDD	2
3UE4	2
3UFJ	3
3UG1	2
3UG2	2
3UGW	3
3UH2	2
3UH4	2
3UI7	3
3UIU	2
3UIX	2
3UK4	3
3ULR	2
3UMW	2
3UMX	2
3UNW	3
3UO7	3
3UO8	3
3UO9	3
3UOA	3
3UOB	3
3US4	2
3USD	3
3UTO	2
3UU7	2
3UUA	2
3UUD	2
3UUO	3
3UV4	2
3UV5	2
3UVD	3
3UVK	2
3UVL	2
3UVM	2
3UVN	2
3UVO	2
3UW4	6
3UW5	6
3UWP	2
3UXE	1
3UXH	1
3UYJ	1
3UYO	2
3UZS	2
3UZT	2
3V2A	2
3V2B	2
3V32	3
3V33	3
3V34	3
3V3K	3
3V43	2
3V4O	3
3V4Y	3
3V55	3
3V5A	3
3V6B	2
3V6Q	1
3V6R	2
3V6S	2
3V8S	2
3V96	3
3V9B	3
3V9Y	2
3VA4	2
3VAR	3
3VAT	3
3VBQ	2
3VBT	2
3VBV	2
3VBW	2
3VBX	2
3VBY	2
3VC4	2
3VDF	3
3VEV	2
3VEY	2
3VF6	2
3VF8	2
3VF9	2
3VFQ	2
3VGO	6
3VHE	2
3VHK	2
3VID	2
3VJN	2
3VJO	2
3VN2	2
3VN4	3
3VNN	6
3VNT	2
3VO3	2
3VON	3
3VOY	3
3VOZ	3
3VP0	3
3VP1	3
3VP2	3
3VP3	3
3VP4	3
3VP6	4
3VQU	2
3VRP	2
3VRR	2
3VRY	2
3VRZ	2
3VS0	2
3VS1	2
3VS2	2
3VS3	2
3VS4	2
3VS5	2
3VS6	2
3VS7	2
3VTG	3
3VU7	2
3VW6	2
3VW9	4
3VWD	2
3VWE	2
3VWU	1
3VWV	1
3VWW	5
3VZB	2
3VZC	2
3VZD	2
3W0T	4
3W0U	4
3W1B	6
3W1F	2
3W1G	6
3W1W	4
3W2O	2
3W2P	2
3W2Q	2
3W2R	2
3W2S	2
3W32	2
3W33	2
3W3D	3
3W51	2
3W5E	3
3W5O	6
3W81	3
3W82	3
3W8I	2
3WD9	3
3WE2	3
3WE3	3
3WE8	2
3WEZ	3
3WF0	3
3WF1	3
3WF2	3
3WF3	3
3WF4	3
3WGT	1
3WGX	1
3WHW	3
3WI2	3
3WI6	2
3WK4	3
3WK5	3
3WK6	3
3WK7	3
3WK8	3
3WK9	3
3WKA	3
3WKB	3
3WKC	3
3WKD	3
3WKE	3
3WS8	3
3WS9	3
3YGS	3
3ZBF	2
3ZD6	3
3ZD7	3
3ZDI	2
3ZDT	2
3ZDU	2
3ZFM	2
3ZG6	3
3ZGO	3
3ZGV	3
3ZH8	2
3ZHP	2
3ZIN	3
3ZKE	2
3ZKF	2
3ZKG	3
3ZKI	3
3ZKM	3
3ZKN	3
3ZKQ	3
3ZKS	3
3ZKX	3
3ZL7	3
3ZLQ	3
3ZM9	2
3ZMS	1
3ZMT	1
3ZMU	1
3ZMV	1
3ZMZ	1
3ZN0	1
3ZN1	1
3ZNI	6
3ZO5	3
3ZON	2
3ZOS	2
3ZQS	6
3ZR0	3
3ZR1	3
3ZRK	2
3ZRL	2
3ZRM	2
3ZS0	1
3ZS1	1
3ZTG	6
3ZTX	2
3ZVV	2
3ZVY	6
3ZVZ	6
3ZW3	2
3ZWM	3
3ZWN	3
3ZWO	3
3ZWP	3
3ZWV	3
3ZWW	3
3ZWX	3
3ZWY	3
3ZXI	6
3ZXT	2
3ZY2	2
3ZY3	2
3ZY4	2
3ZY5	2
3ZY6	2
3ZYC	3
3ZYS	3
3ZZW	2
4A06	2
4A07	2
4A1G	2
4A1N	3
4A27	1
4A3O	3
4A3P	3
4A49	6
4A4B	6
4A4C	6
4A4D	3
4A4X	2
4A7C	2
4A9C	3
4A9K	2
4A9R	2
4A9S	2
4A9T	2
4A9U	2
4AAA	2
4AAP	1
4ABK	2
4ABL	2
4ACC	2
4ACD	2
4ACG	2
4ACH	2
4AEL	3
4AFE	2
4AFJ	2
4AG4	2
4AG7	2
4AG8	2
4AG9	2
4AGD	2
4AH6	6
4AI8	1
4AI9	1
4AJD	3
4AJF	3
4AJG	3
4AJM	3
4ALU	2
4ALV	2
4ALW	2
4ANL	2
4ANQ	2
4ANS	2
4ANU	2
4ANV	2
4ANW	2
4ANX	2
4AO1	3
4AOF	2
4AOJ	2
4AP5	2
4AP6	2
4APC	2
4APJ	3
4APP	2
4AQL	3
4AS0	2
4ASD	2
4ASE	2
4ASK	1
4ASU	3
4AVU	2
4AVW	2
4AW0	2
4AW1	2
4AW6	3
4AW9	3
4AWA	3
4AWB	3
4AY2	3
4AY5	2
4AY6	2
4AZ0	3
4AZ3	3
4AZE	2
4AZF	2
4B3F	3
4B3G	3
4B4L	2
4B5O	2
4B5P	2
4B6H	3
4B6L	2
4B7E	1
4B7K	1
4B7T	2
4B8L	2
4B8M	2
4B94	2
4B99	2
4B9D	2
4BA9	2
4BAY	1
4BBM	2
4BBN	6
4BBQ	1
4BBX	3
4BBY	2
4BC2	2
4BC3	2
4BC4	2
4BC5	2
4BC7	2
4BC9	2
4BCA	2
4BDA	2
4BDB	2
4BDC	2
4BDD	2
4BDE	2
4BDF	2
4BDG	2
4BDH	2
4BDI	2
4BDJ	2
4BDK	2
4BE8	6
4BEL	3
4BF2	2
4BFB	3
4BFP	2
4BGG	2
4BGQ	2
4BHN	2
4BHZ	2
4BI0	2
4BI1	2
4BI2	2
4BIB	2
4BIC	2
4BID	2
4BIE	2
4BIO	1
4BIS	1
4BJ9	2
4BJB	2
4BJC	2
4BK0	3
4BKJ	2
4BLC	1
4BM9	6
4BN4	3
4BN5	3
4BOC	2
4BP2	3
4BPB	3
4BPU	2
4BPW	2
4BPX	2
4BQM	3
4BQW	1
4BQX	1
4BQY	1
4BR1	5
4BR3	2
4BRX	2
4BS4	2
4BSJ	2
4BSK	2
4BTJ	2
4BTK	2
4BTM	2
4BU3	2
4BU5	2
4BU6	2
4BU7	2
4BU8	2
4BU9	2
4BUA	2
4BUD	2
4BUE	2
4BUF	2
4BUI	2
4BUR	1
4BUS	2
4BUT	2
4BUU	2
4BUV	2
4BUW	2
4BUX	2
4BUY	2
4BV3	3
4BV5	3
4BV6	1
4BV7	3
4BVB	3
4BVC	3
4BVD	3
4BVH	3
4BVV	3
4BVW	3
4BWC	3
4BXK	3
4BXO	3
4BZB	3
4BZC	3
4BZN	2
4BZO	2
4BZR	3
4BZS	3
4C02	2
4C03	2
4C04	2
4C05	2
4C06	2
4C07	2
4C08	2
4C1I	3
4C1M	1
4C2N	3
4C2O	3
4C2P	3
4C2Q	3
4C2R	3
4C2V	2
4C2W	2
4C3A	1
4C45	4
4C4E	2
4C4F	2
4C4G	2
4C4H	2
4C4I	2
4C4J	2
4C57	2
4C58	2
4C59	2
4C7B	3
4C7T	2
4C8D	1
4C9W	3
4C9X	3
4CA5	3
4CA6	3
4CAR	1
4CC9	3
4CCB	2
4CCG	6
4CCU	2
4CD0	2
4CD2	3
4CDG	3
4CDR	2
4CFT	1
4CG8	2
4CG9	2
4CGA	2
4CGY	5
4CGZ	3
4CH9	2
4CHB	2
4CHT	5
4CI9	3
4CIA	3
4CIB	3
4CKI	2
4CKJ	2
4CKR	2
4CLF	4
4CLI	2
4CLJ	2
4CLK	4
4CLL	4
4CLP	4
4CLS	4
4CLT	4
4CLU	4
4CLW	4
4CLY	4
4CLZ	4
4CM0	4
4CM2	4
4CMH	3
4CML	3
4CMN	3
4CMO	2
4CMT	2
4CMU	2
4CNH	2
4COO	4
4COX	1
4CRS	2
4CT1	2
4CT2	2
4CTB	2
4CTC	2
4CTY	1
4CTZ	1
4CU0	1
4CU1	1
4CUL	1
4CUM	1
4CUN	1
4CVG	1
4CVO	3
4CWV	1
4CWW	1
4CWX	1
4CWY	1
4CWZ	1
4CX0	1
4CX1	1
4CX2	1
4CX7	1
4CYE	2
4CZZ	1
4D08	3
4D09	3
4D0T	2
4D0Z	2
4D11	2
4D86	2
4DA5	2
4DAY	3
4DBG	6
4DCE	2
4DCH	2
4DDG	3
4DDI	3
4DDL	3
4DEM	2
4DFF	3
4DFL	2
4DFN	2
4DG4	3
4DHI	3
4DHJ	3
4DHY	2
4DHZ	3
4DIG	3
4DIT	2
4DJN	1
4DK5	2
4DK7	2
4DK8	2
4DK9	3
4DL1	1
4DL2	2
4DL3	2
4DL4	2
4DL5	2
4DL6	2
4DL7	2
4DM6	2
4DM8	2
4DMA	2
4DN5	2
4DNC	2
4DO4	3
4DO5	3
4DO6	3
4DQM	2
4DRB	3
4DRH	2
4DRI	2
4DRJ	2
4DTK	2
4DVI	2
4DXU	3
4DYM	2
4E1G	1
4E36	3
4E41	5
4E45	3
4E4L	2
4E4N	2
4E5D	1
4E5W	2
4E90	3
4E9E	3
4E9F	3
4E9G	3
4E9H	3
4EA4	3
4EA5	3
4EBB	3
4EBC	2
4EBD	2
4EBE	2
4EC4	6
4ECQ	2
4ECR	2
4ECS	2
4ECT	2
4ECU	2
4ECV	2
4ECW	2
4ECX	2
4ECY	2
4ECZ	2
4ED0	2
4ED1	2
4ED2	2
4ED3	2
4ED6	2
4ED7	2
4ED8	2
4EEY	2
4EF0	5
4EFO	2
4EHZ	2
4EI4	2
4EIH	2
4EJX	1
4EK9	2
4EKG	2
4EKI	2
4EKK	2
4ENH	1
4ENX	2
4ENY	2
4ENZ	1
4EQZ	2
4ER0	2
4ER3	2
4ER5	2
4ER6	2
4ER7	2
4ERO	1
4ERQ	2
4ERY	2
4ERZ	2
4ES0	2
4ESG	2
4ET7	2
4EUT	2
4EUU	2
4EWA	1
4EWD	1
4EWE	1
4EWR	2
4EXT	2
4EYH	2
4EYI	2
4EZJ	2
4EZK	2
4EZL	2
4F0D	2
4F0E	2
4F0I	2
4F1H	3
4F1I	3
4F1L	2
4F1Q	2
4F1S	2
4F3T	3
4F45	3
4F46	3
4F4C	3
4F4D	4
4F4P	2
4F52	6
4F99	2
4F9A	2
4F9B	2
4F9C	2
4F9M	2
4FA6	2
4FAD	2
4FAO	2
4FAP	2
4FCB	3
4FCD	3
4FDC	1
4FDL	3
4FEA	3
4FEQ	2
4FF8	2
4FG7	2
4FG8	2
4FG9	2
4FGB	2
4FGJ	1
4FGK	1
4FGL	1
4FGU	3
4FGY	2
4FHJ	2
4FHK	2
4FIA	1
4FIE	2
4FIF	2
4FIG	2
4FIH	2
4FII	2
4FIJ	2
4FIM	3
4FJP	3
4FJV	3
4FJY	2
4FJZ	2
4FK6	2
4FL1	2
4FL2	2
4FL3	2
4FLH	2
4FM5	1
4FMU	2
4FNC	3
4FNW	2
4FNX	2
4FNY	2
4FNZ	2
4FOB	2
4FOC	2
4FOD	2
4FOR	3
4FPV	3
4FR4	2
4FS1	2
4FS2	2
4FUL	2
4FVA	3
4FVT	3
4FWE	1
4FWF	1
4FWJ	1
4FYN	2
4FYO	2
4FYQ	3
4FYR	3
4FYS	3
4FYT	3
4FZ3	3
4FZ6	2
4FZ7	2
4FZA	2
4FZD	2
4FZF	2
4G0U	5
4G0V	5
4G0W	5
4G11	2
4G1D	2
4G1Y	2
4G1Z	2
4G20	2
4G21	2
4G2F	2
4G2H	2
4G2J	3
4G2L	3
4G2Z	3
4G31	2
4G34	2
4G36	1
4G37	1
4G3D	2
4G3O	6
4G5J	2
4G5P	2
4G77	3
4G8H	3
4G8K	3
4G8L	3
4G8V	3
4G8Y	3
4G90	3
4GA3	2
4GAZ	1
4GB9	2
4GD4	1
4GDX	2
4GE2	3
4GE5	3
4GE6	3
4GEH	2
4GEL	3
4GEM	3
4GEN	3
4GEW	3
4GFG	2
4GFO	2
4GFU	3
4GFV	3
4GG2	2
4GGD	2
4GH6	3
4GIH	2
4GII	2
4GIZ	6
4GJ2	2
4GJ3	2
4GJY	1
4GJZ	1
4GK0	2
4GK2	2
4GK3	2
4GK4	2
4GK5	2
4GLL	4
4GM7	1
4GN6	1
4GND	2
4GNE	2
4GNF	2
4GNG	2
4GPL	6
4GQ6	2
4GQI	1
4GR9	1
4GRK	3
4GRY	3
4GRZ	3
4GS4	2
4GS6	2
4GT4	2
4GT5	2
4GU0	1
4GU1	1
4GUL	1
4GUR	1
4GUS	1
4GUT	1
4GUU	1
4GV0	2
4GV2	2
4GV4	2
4GVJ	2
4GW8	2
4GWR	5
4GY5	6
4GYW	2
4GYY	2
4GYZ	3
4GZ0	3
4GZ1	3
4GZ2	3
4GZ3	2
4GZ5	2
4GZ6	2
4H10	2
4H12	2
4H27	4
4H36	2
4H39	2
4H3B	2
4H3P	2
4H4A	3
4H5C	2
4H5D	2
4H5E	2
4H6U	2
4H6Z	2
4H7X	2
4H7Y	2
4HAI	3
4HCK	2
4HD8	3
4HEE	2
4HEU	3
4HF4	3
4HJO	2
4HJP	3
4HJQ	3
4HKF	2
4HKI	2
4HKK	2
4HKN	2
4HL5	2
4HLE	2
4HLF	2
4HLG	2
4HLH	2
4HLK	2
4HLM	2
4HLT	1
4HMH	2
4HN2	2
4HOH	5
4HON	1
4HOO	1
4HQ0	3
4HQ6	6
4HQR	3
4HRA	2
4HSG	2
4HSU	1
4HT2	4
4HTI	3
4HTJ	3
4HTO	6
4HTP	6
4HTX	3
4HTZ	3
4HVB	2
4HVC	6
4HY0	6
4HYF	2
4I0R	2
4I0S	2
4I0T	2
4I1F	6
4I1H	6
4I1P	3
4I1R	3
4I1Z	2
4I20	2
4I21	2
4I22	2
4I23	2
4I24	2
4I41	2
4I51	2
4I5C	2
4I5I	3
4I5M	2
4I5P	2
4I6B	2
4I6F	2
4I6H	2
4I6L	3
4I9I	2
4IAA	2
4IAN	2
4IC2	6
4IC3	6
4IC7	2
4IC8	2
4ICZ	3
4IDT	2
4IDV	2
4IDZ	1
4IE0	1
4IE4	1
4IE5	1
4IE6	1
4IE7	1
4IF5	2
4IF6	3
4IFB	2
4IFC	2
4IG8	2
4IG9	3
4IIR	2
4IJ3	1
4IJ8	2
4IJD	2
4IJP	2
4IKC	3
4IKP	2
4ILW	3
4IM0	2
4IM2	2
4IM3	2
4IMA	2
4IMX	1
4INC	3
4INI	3
4IP7	2
4IQ6	2
4IQM	5
4IQY	3
4IRP	2
4IRQ	2
4ISE	2
4ISF	2
4ISG	2
4ITH	2
4ITI	2
4ITJ	2
4ITS	5
4IUE	2
4IVB	2
4IVC	2
4IVD	2
4IVM	1
4IVO	1
4IW0	2
4IWO	2
4IWP	2
4IWQ	2
4IWV	2
4IXC	2
4J03	3
4J14	1
4J1R	2
4J1Z	2
4J21	2
4J22	2
4J37	5
4J3L	2
4J3M	2
4J3N	5
4J3Y	6
4J44	6
4J45	6
4J46	6
4J47	6
4J48	6
4J51	3
4J5X	2
4J5Z	3
4J60	3
4J61	3
4J62	3
4J63	3
4J64	3
4J65	3
4J66	3
4J67	3
4J68	3
4J69	3
4J6A	3
4J6I	2
4J71	2
4J7T	4
4J7Y	4
4J9B	2
4J9C	2
4J9D	2
4J9E	2
4J9F	2
4J9G	2
4J9H	2
4J9I	2
4J9K	2
4J9L	2
4J9M	2
4J9N	2
4J9O	2
4J9P	2
4J9Q	2
4J9R	2
4J9S	2
4JAA	1
4JB8	3
4JBS	3
4JC7	4
4JCZ	4
4JDH	2
4JDI	2
4JDJ	2
4JDK	2
4JGC	3
4JGT	2
4JIB	3
4JJ7	3
4JJ8	3
4JJB	2
4JJC	2
4JJD	2
4JJQ	6
4JNB	3
4JNC	3
4JND	3
4JNM	2
4JNW	2
4JOA	2
4JOB	3
4JOC	3
4JOD	3
4JQ7	2
4JQ8	2
4JR1	3
4JR2	3
4JR3	2
4JR5	2
4JRV	2
4JRZ	4
4JS8	2
4JSK	1
4JSL	1
4JSM	1
4JSN	2
4JSP	2
4JSR	3
4JSV	2
4JSX	2
4JT3	2
4JT5	2
4JT6	2
4JT8	3
4JT9	3
4JUY	6
4JVJ	2
4JX3	2
4JX7	2
4JXF	2
4JXT	2
4JYG	2
4JYH	2
4JYI	2
4JYW	3
4JZ0	3
4JZR	1
4K0Y	2
4K18	2
4K1B	2
4K30	2
4K4E	2
4K4F	2
4K5H	1
4K5I	1
4K5J	1
4K5K	1
4K6Z	2
4K77	2
4K7L	3
4K7M	3
4K86	6
4K87	6
4K88	6
4KBZ	1
4KCP	1
4KCQ	1
4KCR	1
4KCS	1
4KFA	2
4KFN	2
4KFO	2
4KFP	2
4KGJ	3
4KGL	3
4KH2	3
4KI9	3
4KIV	3
4KJU	6
4KJV	6
4KKE	2
4KKG	2
4KKH	2
4KLA	4
4KLC	4
4KLR	4
4KMM	4
4KMP	6
4KNV	3
4KNW	3
4KP5	4
4KP6	3
4KP8	4
4KPD	2
4KPJ	2
4KQ5	2
4KQE	6
4KQS	2
4KQU	2
4KR2	6
4KR3	6
4KRL	2
4KRM	2
4KRO	2
4KRP	2
4KRS	2
4KRV	2
4KS7	2
4KS8	2
4KSZ	1
4KTY	2
4KUM	1
4KX7	3
4KX8	3
4KX9	3
4KXA	3
4KXB	3
4KXC	3
4KXD	3
4KXQ	3
4KZ0	2
4KZC	2
4KZL	2
4KZQ	2
4KZU	2
